query_idx,query_id,aggregate_label,aggregate_detail_label,legacy_category,query_text,query_image_ref,primary_pos_cand_id,rank_multimodal,rank_text_only,rank_image_only,best_retriever_multimodal,best_retriever_text_only,best_retriever_image_only,support_multimodal,support_text_only,support_image_only,support_either_unimodal
854,8:855,unresolved,unresolved,multimodal_needed,Put a fence behind the animal with its mouth open.,mbeir_images/cirr_images/dev/dev-172-2-img1.jpg,8:18768,26,25,699,mmembed,qwen3vl2b_vllm,qwen3vl2b_vllm,0,0,0,0
862,8:863,unresolved,unresolved,multimodal_needed,One gorilla instead of many monkeys.,mbeir_images/cirr_images/dev/dev-733-0-img0.jpg,8:7754,45,15,591,qwen3vl2b_vllm,qwen3vl2b_vllm,,0,0,0,0
864,8:865,unresolved,unresolved,multimodal_needed,Change the penguin to a dog.,mbeir_images/cirr_images/dev/dev-172-1-img1.jpg,8:18768,155,66,166,qwen3vl8b_vllm,lamra_qwen25vl,rzen_embed,0,0,0,0
906,8:907,unresolved,unresolved,multimodal_needed,Add a library.,mbeir_images/cirr_images/dev/dev-851-3-img1.jpg,8:14124,278,119,469,lamra,voyage_multimodal_35,gme_qwen2vl_retriever_2,0,0,0,0
933,8:934,unresolved,unresolved,multimodal_needed,Show people getting hair cuts in salon.,mbeir_images/cirr_images/dev/dev-388-3-img1.jpg,8:17462,24,23,1674,mmembed,rzen_embed,mmembed,0,0,0,0
937,8:938,unresolved,unresolved,multimodal_needed,Add 6 more men to the image.,mbeir_images/cirr_images/dev/dev-175-0-img0.jpg,8:17462,21,52,18,mmembed,vlm2vec_v2,lamra,0,0,0,0
944,8:945,composition_required,composition_required,multimodal_needed,"Have a similar room, but in bright colors.",mbeir_images/cirr_images/dev/dev-857-0-img1.jpg,8:5610,8,482,11,,vlm2vec_v2,,3,0,0,0
945,8:946,composition_required,composition_required,multimodal_needed,"Have a similar room, but in dark colors.",mbeir_images/cirr_images/dev/dev-857-3-img0.jpg,8:1146,1,101,11,qwen3vl8b_vllm,rzen_embed,qwen3vl2b_vllm,8,0,0,0
946,8:947,unresolved,unresolved,multimodal_needed,Have a shelf in a white background.,mbeir_images/cirr_images/dev/dev-509-3-img1.jpg,8:8291,667,369,499,rzen_embed,rzen_embed,e5_omni,0,0,0,0
952,8:953,composition_required,composition_required,multimodal_needed,Wild goat against a background of dull grass instead of a background of blue sky and yellow-green grass.,mbeir_images/cirr_images/dev/dev-1038-1-img0.jpg,8:17262,4,45,21,mmembed,e5_omni,mmembed,1,0,0,0
959,8:960,unresolved,unresolved,multimodal_needed,Paint the closet a tan color.,mbeir_images/cirr_images/dev/dev-835-2-img1.jpg,8:20811,75,11,375,gemini_embedding_2,gemini_embedding_2,gme_qwen2vl_retriever_2,0,0,0,0
960,8:961,composition_required,composition_required,multimodal_needed,Turn on the two lights between the mirrors.,mbeir_images/cirr_images/dev/dev-117-3-img0.jpg,8:5610,7,12,959,rzen_embed,rzen_embed,rzen_embed,1,0,0,0
977,8:978,unresolved,unresolved,multimodal_needed,Change the woman to two men.,mbeir_images/cirr_images/dev/dev-175-3-img1.jpg,8:20389,14,14,29,mmembed,qwen3vl8b_vllm,e5_omni,0,0,0,0
978,8:979,unresolved,unresolved,multimodal_needed,Add 5 women and 1 man.,mbeir_images/cirr_images/dev/dev-631-2-img1.jpg,8:21338,164,38,642,rzen_embed,gme_qwen2vl_retriever_2,e5_omni,0,0,0,0
983,8:984,unresolved,unresolved,multimodal_needed,Put a sink next the to the chairs.,mbeir_images/cirr_images/dev/dev-117-3-img1.jpg,8:10754,91,200,394,gemini_embedding_2,lamra_qwen25vl,qwen3vl2b_vllm,0,0,0,0
996,8:997,unresolved,unresolved,multimodal_needed,Small dog with brown and white face looks straight ahead.,mbeir_images/cirr_images/dev/dev-176-0-img1.jpg,8:5715,37,30,213,e5_omni,gemini_embedding_2,e5_omni,0,0,0,0
997,8:998,unresolved,unresolved,multimodal_needed,Be a furrier dog in different colors.,mbeir_images/cirr_images/dev/dev-45-2-img0.jpg,8:5699,76,153,154,lamra_qwen25vl,voyage_multimodal_35,lamra_qwen25vl,0,0,0,0
998,8:999,unresolved,unresolved,multimodal_needed,To be aless furrier dog and with only one color.,mbeir_images/cirr_images/dev/dev-978-1-img0.jpg,8:16927,113,1036,180,qwen3vl8b_vllm,e5_omni,gme_qwen2vl_retriever_2,0,0,0,0
999,8:1000,unresolved,unresolved,multimodal_needed,Be a front view of a different dog.,mbeir_images/cirr_images/dev/dev-228-2-img0.jpg,8:9578,197,27,764,rzen_embed,voyage_multimodal_35,,0,0,0,0
1001,8:1002,unresolved,unresolved,multimodal_needed,Greater number of animals of a different species.,mbeir_images/cirr_images/dev/dev-1013-0-img1.jpg,8:17615,42,330,625,rzen_embed,gemini_embedding_2,e5_omni,0,0,0,0
1002,8:1003,unresolved,unresolved,multimodal_needed,Shows a human instead a dog.,mbeir_images/cirr_images/dev/dev-1013-0-img1.jpg,8:4407,11,128,307,qwen3vl8b_vllm,gme_qwen2vl_retriever_2,voyage_multimodal_35,0,0,0,0
1009,8:1010,composition_required,composition_required,multimodal_needed,"One more dog, and they are smaller.",mbeir_images/cirr_images/dev/dev-45-0-img1.jpg,8:10543,3,24,171,gme_qwen2vl_retriever_2,lamra,rzen_embed,6,0,0,0
1010,8:1011,composition_required,composition_required,multimodal_needed,Only one dog and is far from the camera.,mbeir_images/cirr_images/dev/dev-25-3-img0.jpg,8:4751,3,15,42,gemini_embedding_2,gemini_embedding_2,qwen3vl2b_vllm,9,0,0,0
1011,8:1012,unresolved,unresolved,multimodal_needed,"Bigger dog, closer to the camera.",mbeir_images/cirr_images/dev/dev-119-0-img1.jpg,8:5699,39,1753,44,mmembed,vlm2vec_v2,mmembed,0,0,0,0
1013,8:1014,composition_required,composition_required,multimodal_needed,The Target Image shows a puppy facing directly toward the camera.,mbeir_images/cirr_images/dev/dev-176-2-img1.jpg,8:5715,4,58,189,qwen3vl8b_vllm,gemini_embedding_2,qwen3vl2b_vllm,1,0,0,0
1021,8:1022,unresolved,unresolved,multimodal_needed,Bigger dog.,mbeir_images/cirr_images/dev/dev-119-0-img1.jpg,8:16927,17,242,143,e5_omni,lamra,e5_omni,0,0,0,0
1022,8:1023,composition_required,composition_required,multimodal_needed,Biggest dog smiling to the camera.,mbeir_images/cirr_images/dev/dev-119-0-img1.jpg,8:9578,8,32,55,qwen3vl2b_vllm,lamra,mmembed,1,0,0,0
1026,8:1027,composition_required,composition_required,multimodal_needed,Hold up the puppeis with arms.,mbeir_images/cirr_images/dev/dev-1013-1-img0.jpg,8:1463,1,11,82,rzen_embed,e5_omni,gemini_embedding_2,9,0,0,0
1061,8:1062,unresolved,unresolved,multimodal_needed,Blur the green grass behind the brown dog and person.,mbeir_images/cirr_images/dev/dev-885-1-img0.jpg,8:18390,18,100,16,,e5_omni,e5_omni,0,0,0,0
1068,8:1069,unresolved,unresolved,multimodal_needed,Different breed of dog and is calm.,mbeir_images/cirr_images/dev/dev-125-2-img1.jpg,8:3796,49,531,89,gemini_embedding_2,vlm2vec_v2,gemini_embedding_2,0,0,0,0
1081,8:1082,composition_required,composition_required,multimodal_needed,Make the wolf stand upright and face the left of the image where all its legs are visible.,mbeir_images/cirr_images/dev/dev-500-1-img1.jpg,8:2003,2,14,16,rzen_embed,e5_omni,qwen3vl8b_vllm,11,0,0,0
1084,8:1085,unresolved,unresolved,multimodal_needed,"Change the angle on the target, no sofa, just a chair.",mbeir_images/cirr_images/dev/dev-469-1-img0.jpg,8:15158,94,151,82,gemini_embedding_2,gemini_embedding_2,gemini_embedding_2,0,0,0,0
1085,8:1086,composition_required,composition_required,multimodal_needed,"The colours are more brown, little windows instead.",mbeir_images/cirr_images/dev/dev-126-1-img0.jpg,8:5278,2,21,12,lamra,qwen3vl2b_vllm,vlm2vec_v2,4,0,0,0
1086,8:1087,unresolved,unresolved,multimodal_needed,Bigger windows on the target wider angle.,mbeir_images/cirr_images/dev/dev-469-2-img0.jpg,8:19499,55,43,136,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,0,0,0,0
1091,8:1092,composition_required,composition_required,multimodal_needed,"The wolf is lying down, no food.",mbeir_images/cirr_images/dev/dev-178-1-img0.jpg,8:7214,6,17,162,gemini_embedding_2,qwen3vl2b_vllm,gemini_embedding_2,2,0,0,0
1092,8:1093,unresolved,unresolved,multimodal_needed,"The dog is standing, looking for something.",mbeir_images/cirr_images/dev/dev-178-1-img0.jpg,8:2003,47,137,75,e5_omni,e5_omni,e5_omni,0,0,0,0
1094,8:1095,unresolved,unresolved,multimodal_needed,It's a smaller dog and is not eating.,mbeir_images/cirr_images/dev/dev-178-3-img0.jpg,8:9765,15,46,150,mmembed,e5_omni,gemini_embedding_2,0,0,0,0
1097,8:1098,composition_required,composition_required,multimodal_needed,Put a vase to the left of the room.,mbeir_images/cirr_images/dev/dev-487-0-img1.jpg,8:5448,3,14,11,qwen3vl8b_vllm,gemini_embedding_2,gemini_embedding_2,5,0,0,0
1100,8:1101,unresolved,unresolved,multimodal_needed,Replace the panda with a group of dogs and replace the walls with wooden fences.,mbeir_images/cirr_images/dev/dev-230-2-img1.jpg,8:5927,71,66,6146,rzen_embed,rzen_embed,gemini_embedding_2,0,0,0,0
1101,8:1102,unresolved,unresolved,multimodal_needed,Fewer the amount of dogs and make the dog run and grow grass in the ground.,mbeir_images/cirr_images/dev/dev-556-1-img0.jpg,8:6595,11,17,213,lamra_qwen25vl,lamra_qwen25vl,gemini_embedding_2,0,0,0,0
1102,8:1103,unresolved,unresolved,multimodal_needed,Hang curtains behind the bed with the circular canopy.,mbeir_images/cirr_images/dev/dev-1015-0-img0.jpg,8:2729,13,13,19,gemini_embedding_2,gemini_embedding_2,qwen3vl8b_vllm,0,0,0,0
1107,8:1108,unresolved,unresolved,multimodal_needed,"Have a same color animal, but not a dog.",mbeir_images/cirr_images/dev/dev-178-3-img0.jpg,8:12261,13,1166,383,vlm2vec_v2,gme_qwen2vl_retriever_2,mmembed,0,0,0,0
1108,8:1109,unresolved,unresolved,multimodal_needed,Put a chair by the windows.,mbeir_images/cirr_images/dev/dev-126-2-img1.jpg,8:5278,11,12,14,vlm2vec_v2,e5_omni,vlm2vec_v2,0,0,0,0
1125,8:1126,unresolved,unresolved,multimodal_needed,Change the bed to a towel rack and three pictures and change the colors.,mbeir_images/cirr_images/dev/dev-213-3-img0.jpg,8:4394,253,280,182,lamra_qwen25vl,e5_omni,mmembed,0,0,0,0
1155,8:1156,unresolved,unresolved,multimodal_needed,Fewer the amount of light fur puppies and make the remaining puppy's face narrower.,mbeir_images/cirr_images/dev/dev-1017-0-img1.jpg,8:2922,43,438,480,lamra_qwen25vl,qwen3vl2b_vllm,lamra_qwen25vl,0,0,0,0
1156,8:1157,composition_required,composition_required,multimodal_needed,"The puppy is looking at the camera, an has his mouth opened.",mbeir_images/cirr_images/dev/dev-125-2-img0.jpg,8:13881,7,16,17,lamra_qwen25vl,qwen3vl2b_vllm,lamra_qwen25vl,2,0,0,0
1166,8:1167,unresolved,unresolved,multimodal_needed,The dog should be closer.,mbeir_images/cirr_images/dev/dev-484-2-img0.jpg,8:19735,13,34,32,lamra_qwen25vl,lamra,lamra_qwen25vl,0,0,0,0
1167,8:1168,composition_required,composition_required,multimodal_needed,Add three more dogs.,mbeir_images/cirr_images/dev/dev-1017-1-img0.jpg,8:10685,1,82,23,gme_qwen2vl_retriever_2,mmembed,gemini_embedding_2,10,0,0,0
1168,8:1169,composition_required,composition_required,multimodal_needed,There should be just one dog and smiling.,mbeir_images/cirr_images/dev/dev-1017-0-img1.jpg,8:13881,3,106,44,qwen3vl2b_vllm,qwen3vl2b_vllm,gemini_embedding_2,3,0,0,0
1169,8:1170,composition_required,composition_required,multimodal_needed,"Remove all but one dog, lighten the color and have someone holding it.",mbeir_images/cirr_images/dev/dev-1017-0-img1.jpg,8:10618,1,11,28,lamra,qwen3vl2b_vllm,gemini_embedding_2,11,0,0,0
1176,8:1177,composition_required,composition_required,multimodal_needed,Leave the toilet paper in its plastic wrap.,mbeir_images/cirr_images/dev/dev-131-1-img0.jpg,8:7053,8,17,921,lamra_qwen25vl,lamra_qwen25vl,qwen3vl8b_vllm,2,0,0,0
1178,8:1179,unresolved,unresolved,multimodal_needed,Have fewer people in the photo and are in a different location.,mbeir_images/cirr_images/dev/dev-179-1-img1.jpg,8:1930,39,15,44,gme_qwen2vl_retriever_2,voyage_multimodal_35,gme_qwen2vl_retriever_2,0,0,0,0
1181,8:1182,unresolved,unresolved,multimodal_needed,Dog sits by the people.,mbeir_images/cirr_images/dev/dev-891-0-img0.jpg,8:152,24,29,24,,mmembed,,0,0,0,0
1182,8:1183,unresolved,unresolved,multimodal_needed,Put chairs behind the black dog.,mbeir_images/cirr_images/dev/dev-484-3-img1.jpg,8:20673,307,36,1201,qwen3vl2b_vllm,rzen_embed,qwen3vl2b_vllm,0,0,0,0
1183,8:1184,unresolved,unresolved,multimodal_needed,Dog looks straight forward.,mbeir_images/cirr_images/dev/dev-367-0-img1.jpg,8:7007,110,59,118,vlm2vec_v2,voyage_multimodal_35,e5_omni,0,0,0,0
1195,8:1196,unresolved,unresolved,multimodal_needed,Small black dog sits on a cream towel.,mbeir_images/cirr_images/dev/dev-1017-1-img0.jpg,8:20673,34,20,382,qwen3vl8b_vllm,mmembed,vlm2vec_v2,0,0,0,0
1197,8:1198,composition_required,composition_required,multimodal_needed,Remove one glass and add a white background.,mbeir_images/cirr_images/dev/dev-131-2-img1.jpg,8:12473,6,22,19,e5_omni,e5_omni,e5_omni,7,0,0,0
1200,8:1201,composition_required,composition_required,multimodal_needed,The target photo is a thinner version of the same dog walking on the hardwood floor of a house.,mbeir_images/cirr_images/dev/dev-1017-3-img1.jpg,8:4836,2,27,35,mmembed,qwen3vl2b_vllm,mmembed,3,0,0,0
1208,8:1209,composition_required,composition_required,multimodal_needed,"Unlike a puppy on a table, I want a puppy on the hardwood flooring facing the camera.",mbeir_images/cirr_images/dev/dev-1017-2-img0.jpg,8:4836,3,16,35,mmembed,qwen3vl2b_vllm,lamra,4,0,0,0
1211,8:1212,unresolved,unresolved,multimodal_needed,Get closer to the dogs face and have it facing the camera with its mouth open.,mbeir_images/cirr_images/dev/dev-181-1-img0.jpg,8:12092,186,81,2556,mmembed,qwen3vl8b_vllm,lamra_qwen25vl,0,0,0,0
1221,8:1222,unresolved,unresolved,multimodal_needed,Put the dog against a white background.,mbeir_images/cirr_images/dev/dev-1017-2-img1.jpg,8:4010,197,15,761,voyage_multimodal_35,gemini_embedding_2,qwen3vl2b_vllm,0,0,0,0
1223,8:1224,unresolved,unresolved,multimodal_needed,Dog sit on a black chair.,mbeir_images/cirr_images/dev/dev-191-0-img1.jpg,8:10685,14,59,114,gemini_embedding_2,gemini_embedding_2,gemini_embedding_2,0,0,0,0
1227,8:1228,unresolved,unresolved,multimodal_needed,Put trees behind the brown dog.,mbeir_images/cirr_images/dev/dev-181-0-img0.jpg,8:12129,11,56,15,lamra,lamra,lamra,0,0,0,0
1230,8:1231,composition_required,composition_required,multimodal_needed,Dog stands against a plain gray background.,mbeir_images/cirr_images/dev/dev-1017-0-img1.jpg,8:8793,1,30,100,e5_omni,e5_omni,gemini_embedding_2,10,0,0,0
1231,8:1232,composition_required,composition_required,multimodal_needed,Person in gray shirt stands behind dog.,mbeir_images/cirr_images/dev/dev-951-2-img1.jpg,8:13881,10,188,57,vlm2vec_v2,vlm2vec_v2,mmembed,1,0,0,0
1232,8:1233,unresolved,unresolved,multimodal_needed,Put the dog against a white background.,mbeir_images/cirr_images/dev/dev-1017-3-img0.jpg,8:4010,40,15,185,voyage_multimodal_35,gemini_embedding_2,e5_omni,0,0,0,0
1233,8:1234,unresolved,unresolved,multimodal_needed,Dog with long hair stands in sunlight.,mbeir_images/cirr_images/dev/dev-968-0-img1.jpg,8:3063,35,38,3106,lamra_qwen25vl,lamra_qwen25vl,lamra,0,0,0,0
1238,8:1239,unresolved,unresolved,multimodal_needed,"Its a cute dog, with long ears.",mbeir_images/cirr_images/dev/dev-133-2-img1.jpg,8:3063,19,11,4861,lamra,gemini_embedding_2,gemini_embedding_2,0,0,0,0
1239,8:1240,composition_required,composition_required,multimodal_needed,Woman stands with the animals.,mbeir_images/cirr_images/dev/dev-359-2-img0.jpg,8:12991,1,66,130,gemini_embedding_2,voyage_multimodal_35,qwen3vl2b_vllm,10,0,0,0
1246,8:1247,unresolved,unresolved,multimodal_needed,"Two dogs and a woman, walking.",mbeir_images/cirr_images/dev/dev-907-3-img1.jpg,8:12991,96,96,1717,qwen3vl8b_vllm,qwen3vl2b_vllm,qwen3vl2b_vllm,0,0,0,0
1250,8:1251,composition_required,composition_required,multimodal_needed,Brown dog stands against a blurred background.,mbeir_images/cirr_images/dev/dev-181-0-img1.jpg,8:12129,3,42,18,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,gemini_embedding_2,5,0,0,0
1253,8:1254,composition_required,composition_required,multimodal_needed,The target is a turkey.,mbeir_images/cirr_images/dev/dev-930-1-img1.jpg,8:16938,10,19,289,qwen3vl8b_vllm,lamra,mmembed,1,0,0,0
1257,8:1258,composition_required,composition_required,multimodal_needed,Woman in white shirt stands to the left of the orange.,mbeir_images/cirr_images/dev/dev-181-1-img1.jpg,8:12991,1,84,64,rzen_embed,e5_omni,gemini_embedding_2,10,0,0,0
1259,8:1260,unresolved,unresolved,multimodal_needed,Completely change the animal that is laying on the ground and make it so there's only one animal in the photo.,mbeir_images/cirr_images/dev/dev-421-3-img0.jpg,8:2276,79,20,354,lamra_qwen25vl,lamra,voyage_multimodal_35,0,0,0,0
1261,8:1262,composition_required,composition_required,multimodal_needed,Remove the skeleton and one bird and change the type of bird.,mbeir_images/cirr_images/dev/dev-133-3-img1.jpg,8:16938,9,41,87,rzen_embed,e5_omni,mmembed,1,0,0,0
1265,8:1266,unresolved,unresolved,multimodal_needed,Inglês  Copiar a larger number of animals and a different species.,mbeir_images/cirr_images/dev/dev-181-1-img1.jpg,8:9113,14,176,170,gme_qwen2vl_retriever_2,voyage_multimodal_35,rzen_embed,0,0,0,0
1280,8:1281,composition_required,composition_required,multimodal_needed,Be less decorated and more colorful.,mbeir_images/cirr_images/dev/dev-13-3-img0.jpg,8:11933,4,29,23,rzen_embed,lamra_qwen25vl,rzen_embed,3,0,0,0
1287,8:1288,unresolved,unresolved,multimodal_needed,"The puppy is closer, not in the water.",mbeir_images/cirr_images/dev/dev-181-3-img1.jpg,8:12853,436,1138,463,lamra,gme_qwen2vl_retriever_2,voyage_multimodal_35,0,0,0,0
1293,8:1294,unresolved,unresolved,multimodal_needed,PUt a couch by the window.,mbeir_images/cirr_images/dev/dev-710-2-img1.jpg,8:4031,49,323,38,,qwen3vl8b_vllm,qwen3vl2b_vllm,0,0,0,0
1300,8:1301,unresolved,unresolved,multimodal_needed,Remove the curtains and the lights.,mbeir_images/cirr_images/dev/dev-134-0-img1.jpg,8:2499,11,210,22,lamra,vlm2vec_v2,rzen_embed,0,0,0,0
1303,8:1304,unresolved,unresolved,multimodal_needed,"I want the dog to be laying down, looking at the camera. its a doberman also.",mbeir_images/cirr_images/dev/dev-184-2-img0.jpg,8:5770,14,16,92,voyage_multimodal_35,,lamra,0,0,0,0
1311,8:1312,unresolved,unresolved,multimodal_needed,The dog has more white colors.,mbeir_images/cirr_images/dev/dev-507-2-img1.jpg,8:1871,19,64,187,gme_qwen2vl_retriever_2,e5_omni,gme_qwen2vl_retriever_2,0,0,0,0
1314,8:1315,unresolved,unresolved,multimodal_needed,"Bigger dog, the photo is not black and white.",mbeir_images/cirr_images/dev/dev-664-3-img1.jpg,8:7601,121,175,531,qwen3vl8b_vllm,lamra_qwen25vl,qwen3vl8b_vllm,0,0,0,0
1316,8:1317,unresolved,unresolved,multimodal_needed,"Different dog, pointy ears, no sea in the background.",mbeir_images/cirr_images/dev/dev-184-2-img0.jpg,8:13011,23,56,12,lamra_qwen25vl,vlm2vec_v2,mmembed,0,0,0,0
1317,8:1318,unresolved,unresolved,multimodal_needed,Remove one dog and change the beach to a grass field.,mbeir_images/cirr_images/dev/dev-1020-0-img1.jpg,8:8223,48,63,314,mmembed,rzen_embed,,0,0,0,0
1320,8:1321,composition_required,composition_required,multimodal_needed,"Be the same dog, but biting something.",mbeir_images/cirr_images/dev/dev-184-2-img0.jpg,8:9057,1,23,113,lamra_qwen25vl,lamra_qwen25vl,e5_omni,9,0,0,0
1330,8:1331,composition_required,composition_required,multimodal_needed,One dog on a beach.,mbeir_images/cirr_images/dev/dev-1020-1-img0.jpg,8:5470,1,14,11,qwen3vl8b_vllm,vlm2vec_v2,gemini_embedding_2,9,0,0,0
1331,8:1332,composition_required,composition_required,multimodal_needed,"The target is a towel, not two pillows.",mbeir_images/cirr_images/dev/dev-525-1-img0.jpg,8:4020,1,15,66,lamra_qwen25vl,lamra_qwen25vl,voyage_multimodal_35,9,0,0,0
1332,8:1333,composition_required,composition_required,multimodal_needed,The target shows a pencil case.,mbeir_images/cirr_images/dev/dev-185-3-img1.jpg,8:13767,7,23,114,e5_omni,lamra,e5_omni,1,0,0,0
1349,8:1350,composition_required,composition_required,multimodal_needed,Put the bottle of fragrance in front of the box.,mbeir_images/cirr_images/dev/dev-137-1-img0.jpg,8:18182,6,11,498,e5_omni,e5_omni,vlm2vec_v2,3,0,0,0
1356,8:1357,composition_required,composition_required,multimodal_needed,Show image with coffee cup between two hands.,mbeir_images/cirr_images/dev/dev-1023-3-img1.jpg,8:16407,1,33,23,e5_omni,mmembed,mmembed,8,0,0,0
1358,8:1359,composition_required,composition_required,multimodal_needed,Larger number of cases.,mbeir_images/cirr_images/dev/dev-139-1-img0.jpg,8:8073,5,96,51,gme_qwen2vl_retriever_2,lamra_qwen25vl,lamra,4,0,0,0
1359,8:1360,unresolved,unresolved,multimodal_needed,Fewer number of cases.,mbeir_images/cirr_images/dev/dev-684-2-img1.jpg,8:9531,180,856,207,lamra_qwen25vl,lamra_qwen25vl,lamra,0,0,0,0
1367,8:1368,unresolved,unresolved,multimodal_needed,Goes from five to only one woman and she's facing forward.,mbeir_images/cirr_images/dev/dev-15-0-img0.jpg,8:9040,18,57,99,voyage_multimodal_35,voyage_multimodal_35,voyage_multimodal_35,0,0,0,0
1369,8:1370,composition_required,composition_required,multimodal_needed,"Her face is facing the camera, only one woman.",mbeir_images/cirr_images/dev/dev-1025-3-img1.jpg,8:10118,9,165,36,lamra_qwen25vl,voyage_multimodal_35,mmembed,3,0,0,0
1373,8:1374,unresolved,unresolved,multimodal_needed,Show a miror image of the interior architecture.,mbeir_images/cirr_images/dev/dev-658-0-img1.jpg,8:19472,41,25,239,vlm2vec_v2,rzen_embed,vlm2vec_v2,0,0,0,0
1377,8:1378,unresolved,unresolved,multimodal_needed,Change the water to green grass.,mbeir_images/cirr_images/dev/dev-809-2-img1.jpg,8:13738,19,151,261,mmembed,voyage_multimodal_35,vlm2vec_v2,0,0,0,0
1378,8:1379,unresolved,unresolved,multimodal_needed,Make it swim and face the other direction.,mbeir_images/cirr_images/dev/dev-922-0-img1.jpg,8:11914,28,53,117,qwen3vl8b_vllm,gme_qwen2vl_retriever_2,vlm2vec_v2,0,0,0,0
1383,8:1384,unresolved,unresolved,multimodal_needed,Show the face of white dog up close.,mbeir_images/cirr_images/dev/dev-716-2-img0.jpg,8:12617,11,17,441,e5_omni,e5_omni,,0,0,0,0
1385,8:1386,unresolved,unresolved,multimodal_needed,Show a pug's face looking to the left instead of a jumping pug.,mbeir_images/cirr_images/dev/dev-108-1-img1.jpg,8:18802,191,167,251,qwen3vl2b_vllm,gemini_embedding_2,qwen3vl2b_vllm,0,0,0,0
1388,8:1389,unresolved,unresolved,multimodal_needed,"Change to slightly colder color tune, shut the blind on the windows by half.",mbeir_images/cirr_images/dev/dev-249-2-img1.jpg,8:8267,68,53,146,rzen_embed,lamra_qwen25vl,vlm2vec_v2,0,0,0,0
1390,8:1391,composition_required,composition_required,multimodal_needed,No chairs or tables present.,mbeir_images/cirr_images/dev/dev-249-3-img0.jpg,8:7751,2,53,82,lamra_qwen25vl,lamra_qwen25vl,voyage_multimodal_35,2,0,0,0
1391,8:1392,composition_required,composition_required,multimodal_needed,Add curtains to the windows.,mbeir_images/cirr_images/dev/dev-249-3-img1.jpg,8:2878,2,17,17,gemini_embedding_2,gemini_embedding_2,lamra,3,0,0,0
1394,8:1395,composition_required,composition_required,multimodal_needed,"Show me the window of this room, with curtains rolled down.",mbeir_images/cirr_images/dev/dev-148-1-img1.jpg,8:5417,6,15,405,mmembed,gme_qwen2vl_retriever_2,,3,0,0,0
1396,8:1397,unresolved,unresolved,multimodal_needed,"More personal setting, no chairs.",mbeir_images/cirr_images/dev/dev-253-3-img0.jpg,8:10666,72,32,475,mmembed,lamra_qwen25vl,gemini_embedding_2,0,0,0,0
1403,8:1404,unresolved,unresolved,multimodal_needed,Show dogs standing on the ground and make them outside of the cage.,mbeir_images/cirr_images/dev/dev-799-2-img0.jpg,8:152,30,87,67,rzen_embed,gemini_embedding_2,rzen_embed,0,0,0,0
1408,8:1409,unresolved,unresolved,multimodal_needed,"Add blue plants in the background, but preserve the animal.",mbeir_images/cirr_images/dev/dev-203-3-img1.jpg,8:9123,209,1451,117,vlm2vec_v2,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,0,0,0,0
1424,8:1425,composition_required,composition_required,multimodal_needed,Replace the location in lake view rather making on forest region.,mbeir_images/cirr_images/dev/dev-243-3-img0.jpg,8:15447,3,768,11,gemini_embedding_2,gme_qwen2vl_retriever_2,gemini_embedding_2,4,0,0,0
1440,8:1441,composition_required,composition_required,multimodal_needed,Fill the flasks with different color liquids.,mbeir_images/cirr_images/dev/dev-2-0-img0.jpg,8:20099,2,13,284,lamra_qwen25vl,mmembed,qwen3vl2b_vllm,3,0,0,0
1446,8:1447,composition_required,composition_required,multimodal_needed,Brown animal with its shadow behind it looks upward.,mbeir_images/cirr_images/dev/dev-355-1-img0.jpg,8:11364,4,22,218,gemini_embedding_2,qwen3vl2b_vllm,gemini_embedding_2,2,0,0,0
1471,8:1472,unresolved,unresolved,multimodal_needed,Make close view of monkey holding its baby in forest area rather showing in roadways.,mbeir_images/cirr_images/dev/dev-817-3-img1.jpg,8:5199,50,31,362,lamra_qwen25vl,lamra_qwen25vl,qwen3vl2b_vllm,0,0,0,0
1493,8:1494,unresolved,unresolved,multimodal_needed,A pizza with different toppings and shot by another angle.,mbeir_images/cirr_images/dev/dev-908-1-img1.jpg,8:20820,22,11,13,,gemini_embedding_2,,0,0,0,0
1497,8:1498,unresolved,unresolved,multimodal_needed,Shows two corner walls with similar sections of windows with no window treatments on them.,mbeir_images/cirr_images/dev/dev-487-1-img1.jpg,8:15776,247,658,153,gemini_embedding_2,gme_qwen2vl_retriever_2,e5_omni,0,0,0,0
1499,8:1500,composition_required,composition_required,multimodal_needed,Target on dinning table with photo mounted wall in window corner rather showing sliding doors.,mbeir_images/cirr_images/dev/dev-249-2-img1.jpg,8:16107,10,41,39,qwen3vl8b_vllm,gme_qwen2vl_retriever_2,lamra,1,0,0,0
1503,8:1504,unresolved,unresolved,multimodal_needed,"Bigger dish, different meal.",mbeir_images/cirr_images/dev/dev-212-3-img1.jpg,8:1481,123,329,127,,qwen3vl2b_vllm,,0,0,0,0
1504,8:1505,unresolved,unresolved,multimodal_needed,"Bigger dish, now pizza instead of seafood.",mbeir_images/cirr_images/dev/dev-212-3-img1.jpg,8:20820,35,17,138,lamra_qwen25vl,lamra_qwen25vl,,0,0,0,0
